Accession ID	Collection date	Submission date	Location
EPI_ISL_15117945	2022-07-30	2022-09-26	South America / Brazil / Parana
EPI_ISL_15117944	2022-07-30	2022-09-26	South America / Brazil / Parana
EPI_ISL_15117943	2022-07-30	2022-09-26	South America / Brazil / Parana
EPI_ISL_15117942	2022-08-12	2022-09-26	South America / Brazil / Pernambuco
EPI_ISL_15117941	2022-08-14	2022-09-26	South America / Brazil / Pernambuco
EPI_ISL_15117940	2022-08-09	2022-09-26	South America / Brazil / Pernambuco
EPI_ISL_15117939	2022-08-09	2022-09-26	South America / Brazil / Pernambuco
EPI_ISL_15117938	2022-08-13	2022-09-26	South America / Brazil / Pernambuco
EPI_ISL_15117937	2022-08-12	2022-09-26	South America / Brazil / Pernambuco
EPI_ISL_15117936	2022-08-10	2022-09-26	South America / Brazil / Pernambuco
EPI_ISL_15117935	2022-08-13	2022-09-26	South America / Brazil / Pernambuco
EPI_ISL_15117934	2022-07-12	2022-09-26	South America / Brazil / Rio de Janeiro
EPI_ISL_15117933	2022-07-10	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117932	2022-07-08	2022-09-26	South America / Brazil / Ceara
EPI_ISL_15117931	2022-07-08	2022-09-26	South America / Brazil / Rio de Janeiro
EPI_ISL_15117930	2022-07-08	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117929	2022-07-07	2022-09-26	South America / Brazil / Ceara
EPI_ISL_15117928	2022-07-07	2022-09-26	South America / Brazil / Rio de Janeiro
EPI_ISL_15117927	2022-07-07	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117926	2022-07-07	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117925	2022-07-07	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117924	2022-07-06	2022-09-26	South America / Brazil / Rio de Janeiro
EPI_ISL_15117923	2022-07-06	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117922	2022-07-06	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117921	2022-07-05	2022-09-26	South America / Brazil / Ceara
EPI_ISL_15117920	2022-07-05	2022-09-26	South America / Brazil / Rio de Janeiro
EPI_ISL_15117919	2022-07-05	2022-09-26	South America / Brazil / Rio de Janeiro
EPI_ISL_15117918	2022-07-05	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117917	2022-06-23	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117916	2022-06-22	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117915	2022-06-14	2022-09-26	South America / Brazil / Ceara
EPI_ISL_15117914	2022-06-13	2022-09-26	South America / Brazil / Pernambuco
EPI_ISL_15117913	2022-06-13	2022-09-26	South America / Brazil / Pernambuco
EPI_ISL_15117912	2022-06-11	2022-09-26	South America / Brazil / Pernambuco
EPI_ISL_15117911	2022-06-10	2022-09-26	South America / Brazil / Pernambuco
EPI_ISL_15117910	2021-05-27	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117909	2021-05-26	2022-09-26	South America / Brazil / Ceara
EPI_ISL_15117908	2021-05-26	2022-09-26	South America / Brazil / Ceara
EPI_ISL_15117907	2021-05-26	2022-09-26	South America / Brazil / Bahia
EPI_ISL_15117906	2021-05-26	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117905	2021-05-26	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117904	2021-05-25	2022-09-26	South America / Brazil / Rio de Janeiro
EPI_ISL_15117903	2021-05-25	2022-09-26	South America / Brazil / Rio de Janeiro
EPI_ISL_15117902	2021-05-25	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117901	2021-05-25	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117900	2021-05-25	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117899	2021-05-23	2022-09-26	South America / Brazil / Ceara
EPI_ISL_15117898	2021-05-23	2022-09-26	South America / Brazil / Ceara
EPI_ISL_15117897	2021-05-23	2022-09-26	South America / Brazil / Ceara
EPI_ISL_15117896	2021-05-21	2022-09-26	South America / Brazil / Ceara
EPI_ISL_15117895	2021-05-21	2022-09-26	South America / Brazil / Ceara
EPI_ISL_15117894	2021-05-21	2022-09-26	South America / Brazil / Rio de Janeiro
EPI_ISL_15117893	2021-05-15	2022-09-26	South America / Brazil / Ceara
EPI_ISL_15117892	2021-05-15	2022-09-26	South America / Brazil / Ceara
EPI_ISL_15117891	2021-05-15	2022-09-26	South America / Brazil / Amazonas
EPI_ISL_15117890	2021-05-15	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117889	2021-05-15	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117888	2021-05-14	2022-09-26	South America / Brazil / Ceara
EPI_ISL_15117887	2021-05-14	2022-09-26	South America / Brazil / Pernambuco
EPI_ISL_15117886	2021-05-13	2022-09-26	South America / Brazil / Rio de Janeiro
EPI_ISL_15117885	2021-05-13	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117884	2021-05-13	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117883	2021-05-13	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15117882	2021-05-13	2022-09-26	South America / Brazil / Sao Paulo
EPI_ISL_15094385	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094384	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094383	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094382	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094381	2022-05-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094380	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094379	2022-05-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094378	2022-05-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094377	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094376	2022-05-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094375	2022-05-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094374	2022-05-14	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094373	2022-05-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094372	2022-05-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094371	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094370	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094369	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094368	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094367	2022-05-22	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094366	2022-05-22	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094365	2022-05-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094364	2022-05-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094363	2022-05-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094362	2022-05-15	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094361	2022-05-15	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094360	2022-05-15	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094359	2022-05-15	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094358	2022-05-15	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094357	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094356	2022-05-14	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094355	2022-05-20	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094354	2022-05-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094353	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094352	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094351	2022-05-13	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094350	2022-04-13	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094349	2022-04-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094348	2022-04-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094347	2022-04-08	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094346	2022-04-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094345	2022-04-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094344	2022-04-25	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094343	2022-04-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094342	2022-04-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094341	2022-04-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094340	2022-04-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094339	2022-04-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094338	2022-04-28	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094337	2022-04-25	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094336	2022-04-20	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094335	2022-04-20	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094334	2022-04-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094333	2022-04-11	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094332	2022-04-02	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094331	2022-04-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094330	2022-04-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094329	2022-04-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094328	2022-04-20	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094327	2022-04-25	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094326	2022-04-25	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094325	2022-04-28	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094324	2022-04-01	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094323	2022-04-28	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094322	2022-04-12	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094321	2022-04-08	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094320	2022-04-28	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094319	2022-04-13	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094318	2022-04-28	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094317	2022-04-08	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094316	2022-04-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094315	2022-04-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094314	2022-04-01	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094313	2022-04-11	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094312	2022-04-14	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094311	2022-04-26	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094310	2022-04-25	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094309	2022-04-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094308	2022-04-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094307	2022-04-15	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094306	2022-04-11	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094305	2022-04-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094304	2022-04-06	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094303	2022-04-03	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094302	2022-04-12	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094301	2022-04-11	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094300	2022-04-11	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094299	2022-04-02	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094298	2022-04-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094297	2022-04-06	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094296	2022-04-13	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094295	2022-04-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094294	2022-04-20	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094293	2022-04-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094292	2022-03-25	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094291	2022-03-25	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094290	2022-03-07	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094289	2022-03-04	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094288	2022-03-01	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094287	2022-03-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094286	2022-03-24	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094285	2022-03-24	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094284	2022-03-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094283	2022-03-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094282	2022-03-28	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094281	2022-03-26	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094280	2022-03-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094279	2022-03-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094278	2022-03-02	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094277	2022-03-08	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094276	2022-03-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094275	2022-03-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094274	2022-03-28	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094273	2022-03-08	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094272	2022-03-24	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094271	2022-03-04	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094270	2022-03-29	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094269	2022-03-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094268	2022-03-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094267	2022-03-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094266	2022-03-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094265	2022-03-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094264	2022-03-25	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094263	2022-03-15	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094262	2022-03-15	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094261	2022-03-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094260	2022-03-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094259	2022-03-24	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094258	2022-03-26	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094257	2022-03-24	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094256	2022-03-24	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094255	2022-03-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094254	2022-03-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094253	2022-03-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094252	2022-03-29	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094251	2022-03-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094250	2022-03-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094249	2022-03-07	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094248	2022-03-03	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094247	2022-03-06	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094246	2022-03-06	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094245	2022-03-06	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094244	2022-03-04	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094243	2022-03-07	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094242	2022-03-06	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094241	2022-03-07	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094240	2022-03-07	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094239	2022-03-06	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094238	2022-03-01	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094237	2022-03-28	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094236	2022-03-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094235	2022-03-08	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094234	2022-03-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094233	2022-03-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094232	2022-03-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094231	2022-02-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094230	2022-02-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094229	2022-02-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094228	2022-02-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094227	2022-02-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094226	2022-02-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094225	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094224	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094223	2022-02-03	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094222	2022-02-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094221	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094220	2022-02-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094219	2022-02-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094218	2022-02-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094217	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094216	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094215	2022-02-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094214	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094213	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094212	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094211	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094210	2022-02-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094209	2022-02-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094208	2022-02-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094207	2022-02-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094206	2022-02-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094205	2022-02-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094204	2022-02-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094203	2022-02-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094202	2022-02-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094201	2022-02-23	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094200	2022-02-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094199	2022-02-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094198	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094197	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094196	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094195	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094194	2022-02-09	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094193	2022-02-24	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094192	2022-02-05	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094191	2022-02-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094190	2021-11-13	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094189	2021-11-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094188	2021-11-25	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15094187	2021-11-14	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039375	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039374	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039373	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039372	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039371	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039370	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039369	2022-05-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039368	2022-05-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039367	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039366	2022-05-13	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039365	2022-05-30	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039364	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039363	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039362	2022-05-14	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039361	2022-05-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039360	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039359	2022-05-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039358	2022-05-19	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039357	2022-05-17	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039356	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039355	2022-05-18	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039354	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_15039353	2022-05-16	2022-09-20	South America / Brazil / Minas Gerais / Belo Horizonte
